#separator:tab
#html:true
#notetype:Basic
#tags column:3
Co to wzorzec <code>&lt;media&gt;</code> / <code>@file:</code> w przekazywaniu załączników agentowi?	Do wiadomości użytkownika dodajesz tag <code>&lt;media filename="photo.jpg" /&gt;</code>. W instrukcji systemowej informujesz agenta, że referencje <code>@file:photo.jpg</code> oznaczają załączniki. Runtime programistycznie zamienia <code>@file:</code> w tool call na Base64 lub URL <b>przed</b> wykonaniem narzędzia.	s01e04 multimodality media-pattern concept
Co to "JSON Prompt" w generowaniu obrazów i jaką rolę pełni?	Szablon JSON z pełnym opisem sceny (postać, tło, oświetlenie, styl, paleta). Agent klonuje szablon, zmienia <b>tylko</b> pola, które muszą się zmienić (np. pozę lub scenerię), zachowując resztę. To "design tokens" dla AI art — zapewnia spójność wizualną między obrazami.	s01e04 image-generation json-prompt concept
Co to "iteracyjna pętla edit" w generowaniu obrazów przez agenta?	Agent nie generuje "na raz": (1) czyta <code>style-guide.md</code>, (2) generuje obraz, (3) wywołuje <code>analyze_image</code>, (4) porównuje z wytycznymi, (5) jeśli nie pasuje — modyfikuje prompt i próbuje ponownie. Iteruje aż wynik jest zgodny, dopiero wtedy zapisuje.	s01e04 image-generation edit-loop concept
Co to "halucynacje wizualne" w modelach generujących obrazy?	Subtelne glitche w wygenerowanych obrazach — dodatkowe palce, zniekształcone litery, błędne detale logo. 95% detali może być poprawne, 5% błędne. Problem produkcyjny (e-commerce, reklama): takie artefakty łatwo przegapić bez weryfikacji przez <code>analyze_image</code> lub człowieka.	s01e04 image-generation hallucinations concept
Dlaczego model NIE widzi ścieżki/URL obrazu, który widział w wiadomości?	Obraz trafia do kontekstu jako <b>Base64</b> w treści wiadomości. Model potrafi go opisać, ale nie zna ani URL-a, ani ścieżki na dysku — te informacje nie trafiają do jego kontekstu. Bez osobnej referencji (tag <code>&lt;media&gt;</code> + <code>@file:</code>) nie może przekazać pliku narzędziom.	s01e04 multimodality media-pattern why
Dlaczego agent potrzebuje osobnego narzędzia <code>analyze_image</code> do weryfikacji wygenerowanego obrazu?	<b>Model nie widzi obrazów wygenerowanych przez własne narzędzie</b> — <code>create_image</code> zwraca plik na dysku, ale LLM nadal pozostaje ślepy. <code>analyze_image</code> to osobne wywołanie Vision API z pytaniem o konkret ("czy logo jest czytelne?"), które przywraca obraz do kontekstu jako opis tekstowy.	s01e04 image-generation analyze-image why
Dlaczego instrukcja agenta nie powinna być listą kroków ("najpierw zrób X, potem Y")?	Instrukcja "Otwórz images/cat1.jpg i sklasyfikuj" łamie się przy każdej zmianie danych. Zamiast tego: <b>cel + ograniczenia + uniwersalne zasady</b> ("Sklasyfikuj obrazy z katalogu na podstawie opisów w knowledge base"). Instrukcja powinna adresować <b>klasę problemów</b>, nie konkretny dataset.	s01e04 agent-instruction generalization why
Dlaczego styl odpowiedzi agenta audio musi się różnić od agenta czatu tekstowego?	Agent audio nie może dyktować URL-ów, nie używa tabel ani formatowania markdown — wszystko to brzmi okropnie czytane na głos. Styl odpowiedzi musi być dostosowany do <b>medium</b>: krótsze zdania, brak list numerowanych, brak linków w treści.	s01e04 audio agent-design why
Użytkownik przesyła zdjęcie i prosi agenta o "usunięcie tła". Agent ma narzędzie <code>remove_background</code>, ale nie wie gdzie jest plik. Jak to naprawisz?	W wiadomości użytkownika dodaj <code>&lt;media filename="photo.jpg" /&gt;</code> obok samego obrazu. W system prompcie wyjaśnij, że referencje <code>@file:photo.jpg</code> oznaczają załączniki. Runtime rozwiąże referencję na Base64 przy wywołaniu narzędzia.	s01e04 multimodality media-pattern problem
Agent musi wygenerować serię 5 obrazów tej samej postaci w różnych scenach. Jak zapewnisz spójność wizualną?	Użyj <b>JSON Prompt</b>: stwórz szablon z opisem postaci (wygląd, ubiór, styl, paleta). Dla każdej sceny agent klonuje szablon i zmienia <b>tylko</b> pole scenerii, zachowując opis postaci bez zmian. Dodatkowo możesz dać grafikę referencyjną z pozą.	s01e04 image-generation json-prompt problem
Masz 2-godzinny podcast do przetworzenia przez agenta audio. Jak zoptymalizujesz?	Plik &gt;20MB idzie automatycznie przez <b>upload API</b> (np. Gemini File API) zamiast inline Base64. Podziel transkrypcję na fragmenty z timestamps, ogranicz kontekst odpowiedzi (nie zwracaj pełnej transkrypcji), wykorzystaj diaryzację żeby analizować per mówca.	s01e04 audio optimization problem
Twoja instrukcja agenta mówi: "Otwórz images/cat1.jpg i sklasyfikuj jako zwierzę, a potem przenieś do katalogu animals/". Co z tym nie tak?	Jest <b>uzależniona od konkretnych danych</b> — łamie się przy innym zestawie plików. Zamiast tego: "Sklasyfikuj obrazy z katalogu <code>images/</code> na podstawie opisów w <code>knowledge/</code>. Nierozpoznane trafiają do <code>unclassified/</code>". Instrukcja adresuje klasę problemów, nie konkretny dataset.	s01e04 agent-instruction antipattern
Twój agent generuje obraz przez <code>create_image</code> i od razu zapisuje go w bazie bez weryfikacji. Co z tym nie tak?	Model nie widzi wygenerowanego obrazu — nie wie czy logo jest czytelne, czy postać ma pięć palców, czy tekst w obrazie jest poprawny. Bez <code>analyze_image</code> halucynacje wizualne trafiają do produkcji. Iteracyjna pętla <b>generate → analyze → refine</b> jest obroną, nie opcją.	s01e04 image-generation hallucinations antipattern
