#separator:tab
#html:true
#notetype:Basic
#tags column:3
Co to "Context Engineering"?	Sztuka projektowania warunków, w których agent sam buduje wartościowy kontekst — zamiast "wrzuć wszystko do promptu". Obejmuje instrukcję systemową, strukturę okna kontekstowego, eksplorację zasobów i zarządzanie stanem poza kontekstem.	s02e01 context-engineering concept
Dlaczego system prompt agenta powinien być "mapą, nie GPS-em"?	Bo sztywny plan kroków blokuje elastyczność agenta i nie przewidzi wszystkich sytuacji. Mapa daje orientację (otoczenie, zasoby, zasady) i pozwala agentowi samodzielnie wybrać ścieżkę — jak człowiek znający okolicę, który omija korek na A4.	s02e01 system-prompt mental-model why
Agentic RAG vs klasyczny RAG — na czym polega różnica?	Klasyczny RAG: <b>query → embedding → top-K chunków → odpowiedź</b> (jedna iteracja, agent pasywny). Agentic RAG: agent sam skanuje strukturę zasobów, generuje i koryguje zapytania, iteruje aż uzna że ma pokrycie — <b>decyzyjność leży po stronie agenta</b>, nie pipeline'u.	s02e01 agentic-rag rag compare
Co robi agent w fazie "pogłębianie" procesu Agentic RAG?	Odkrywa słowa kluczowe, synonimy, powiązane tematy, skróty i nazwy własne przez serię zwięzłych zapytań — żeby rozszerzyć przestrzeń wyszukiwania poza literalne sformułowanie oryginalnego pytania użytkownika.	s02e01 agentic-rag exploration concept
Jak wygląda proces "generalizowania instrukcji z pomocą LLM"?	Cztery kroki: (1) opisz modelowi konkretny błąd agenta z pełnym kontekstem, (2) poproś o "uniwersalne przyczyny" zamiast specyficznych poprawek, (3) oceń wynik samodzielnie — ~60% sugestii do odrzucenia, ~30% do przekształcenia, (4) iteruj. Model domyślnie proponuje zbyt specyficzne reguły — trzeba go prowadzić ku generalizacji.	s02e01 prompt-engineering generalization concept
Dlaczego dynamiczne dane (godzina, gałąź git, otwarte pliki) nie powinny trafiać do system promptu?	Narzędzia leżą <b>pod</b> system promptem w prompt cache. Każda zmiana w system prompcie unieważnia cache całej stopki — w tym definicji narzędzi. Dynamic data przenoś do wiadomości użytkownika (np. blok <code>&lt;environment&gt;</code>), wtedy cache tools pozostaje nietknięty.	s02e01 prompt-cache context-window why
Co oznacza "agent nie wie, o czym wie" — i dlaczego to ważne przy projektowaniu eksploracji zasobów?	Agent nie ma listy dostępnych tematów w bazie — nie potrafi "przypomnieć sobie", że kiedyś widział dokument X. Dlatego instrukcje muszą prowadzić go przez <b>generyczną eksplorację</b> (skanuj strukturę, odkrywaj powiązania, weryfikuj pokrycie), a nie zakładać że agent zgadnie gdzie szukać.	s02e01 agentic-rag exploration why
Masz agenta z 15 narzędziami w system prompcie. Chcesz dodać dynamiczną informację o godzinie. Gdzie ją umieścisz i dlaczego?	W wiadomości użytkownika (np. w bloku <code>&lt;environment&gt;</code>). Umieszczenie w system prompcie sprawiłoby, że <b>każda minuta unieważnia cache narzędzi</b> leżący pod spodem — koszt i latencja rosną przy każdej interakcji, nawet jeśli pytanie użytkownika się nie zmieniło.	s02e01 prompt-cache context-window problem
System prompt zawiera: <code>"Dzisiaj jest środa, 2026-02-11, 14:23"</code>. Co jest z tym nie tak?	Data i godzina zmieniają się przy każdym zapytaniu → cache tools invalidated → płacisz pełną stawkę za każdy tool-call. Rozwiązanie: przenieś do <code>&lt;environment&gt;</code> w wiadomości użytkownika. System prompt musi być <b>statyczny</b>, żeby cache pod spodem utrzymał się między zapytaniami.	s02e01 prompt-cache antipattern
Dlaczego lista zadań generowana i aktualizowana przez agenta działa mocniej niż instrukcja w system prompcie?	Lista zadań to <b>wypowiedź modelu</b> powtarzana przy każdym kroku. Many-shot jailbreaking pokazuje, że wcześniejsze własne wypowiedzi modelu silniej wpływają na jego zachowanie niż instrukcje systemowe — powtórzenie w każdej turze wzmacnia priorytet kluczowych wątków.	s02e01 task-list attention why
Agent z listą zadań poprawnie generuje ją na początku, ale po 10 krokach zaczyna gubić punkty. Jak to naprawić?	Dodaj <b>programistyczne wsparcie</b>: hook wymuszający odczytanie i aktualizację listy przed każdym krokiem agenta. Sam prompt nie wystarczy — modele zapominają o administracji listy pod ciężarem głównego zadania. Kod kontroluje, że lista jest faktycznie utrzymywana.	s02e01 task-list problem
LLM sugeruje instrukcję: <code>"Jeśli link kończy się na .mp4, użyj analyze_video"</code>. Co jest z tym nie tak?	Jest związana z konkretnym rozszerzeniem i nazwą narzędzia. Dodanie <code>.webm</code>, zmiana nazwy narzędzia albo nowe medium wymaga modyfikacji promptu. Generyczna wersja: <i>"Jeśli zasób to wideo, użyj odpowiedniego narzędzia do analizy wideo"</i> — opisuje klasę problemów, nie konkretny przypadek.	s02e01 generalization antipattern
Projektujesz system wieloagentowy: agent A zbiera dane, agent B generuje raport. Jak zorganizować workspace, żeby komunikacja była bezpieczna?	Struktura: <code>workspace/{userId}/{date}/{sessionId}/{agentId}/{inbox|outbox|notes}</code>. Agent pisze tylko do swojego <code>notes</code> i <code>outbox</code>, a <code>inbox</code> jest zapisywany wyłącznie przez root agenta. Izolacja per sesja = programistyczne zabezpieczenie przed dostępem do danych innych użytkowników.	s02e01 workspace multiagent problem
Dlaczego warto powtarzać kluczowe instrukcje w najnowszej wiadomości użytkownika, a nie polegać tylko na system prompcie?	Przy długich konwersacjach model gubi fakty z początku (lost-in-the-middle). Powtórzenie w <b>ostatniej</b> wiadomości — gdzie atencja jest najsilniejsza — utrzymuje kluczowe reguły "na widoku" i nie wymaga zmiany system promptu (który zniszczyłby cache narzędzi).	s02e01 attention context-window why
